Date,Tricker,Open Price,High Price,Low Price,Close Price
2020/2/10,GBPUSD=X,1.2888922691345215,1.2948336601257324,1.2874155044555664,1.2891582250595093
2020/2/11,GBPUSD=X,1.2916558980941772,1.2968486547470093,1.289607048034668,1.2918227910995483
2020/2/12,GBPUSD=X,1.2956557273864746,1.2992074489593506,1.2953367233276367,1.2956557273864746
2020/2/13,GBPUSD=X,1.2958570718765259,1.3068649768829346,1.2945318222045898,1.295756459236145
2020/2/14,GBPUSD=X,1.3044782876968384,1.306335687637329,1.3003901243209839,1.3046824932098389
2020/2/17,GBPUSD=X,1.305091142654419,1.3053126335144043,1.300440788269043,1.3052955865859985
2020/2/18,GBPUSD=X,1.3005423545837402,1.3049037456512451,1.2972524166107178,1.3008975982666016
2020/2/19,GBPUSD=X,1.299984335899353,1.3021681308746338,1.292808175086975,1.3002209663391113
2020/2/20,GBPUSD=X,1.2928247451782227,1.2930420637130737,1.2851488590240479,1.2928247451782227
2020/2/21,GBPUSD=X,1.2881451845169067,1.2976900339126587,1.2879626750946045,1.2883278131484985
2020/2/24,GBPUSD=X,1.295202612876892,1.295499563217163,1.2888922691345215,1.29537034034729
2020/2/25,GBPUSD=X,1.2925240993499756,1.3017951250076294,1.2916558980941772,1.292657732963562
2020/2/26,GBPUSD=X,1.3002378940582275,1.3010668754577637,1.2913223505020142,1.3003394603729248
2020/2/27,GBPUSD=X,1.2907222509384155,1.2945318222045898,1.2862563133239746,1.2906889915466309
2020/2/28,GBPUSD=X,1.2889255285263062,1.2918895483016968,1.2754452228546143,1.2888922691345215
2020/3/2,GBPUSD=X,1.2805572748184204,1.2851818799972534,1.2741937637329102,1.2807048559188843
2020/3/3,GBPUSD=X,1.2766337394714355,1.2837464809417725,1.275982141494751,1.2767152786254883
2020/3/4,GBPUSD=X,1.2821171283721924,1.2846039533615112,1.2771555185317993,1.2820841073989868
2020/3/5,GBPUSD=X,1.2872166633605957,1.2945822477340698,1.286173701286316,1.2874983549118042
2020/3/6,GBPUSD=X,1.294999599456787,1.3049719333648682,1.294999599456787,1.295068383216858
2020/3/9,GBPUSD=X,1.3096548318862915,1.3199751377105713,1.3036450147628784,1.3099292516708374
2020/3/10,GBPUSD=X,1.3075313568115234,1.308832049369812,1.2934435606002808,1.3075313568115234
2020/3/11,GBPUSD=X,1.2906889915466309,1.2977406978607178,1.2855453491210938,1.2909722328186035
2020/3/12,GBPUSD=X,1.2817555665969849,1.2851818799972534,1.2542959451675415,1.2818212509155273
2020/3/13,GBPUSD=X,1.2572765350341797,1.2624987363815308,1.2400639057159424,1.257023572921753
2020/3/16,GBPUSD=X,1.2400332689285278,1.2400332689285278,1.2222847938537598,1.2399870157241821
2020/3/17,GBPUSD=X,1.2269337177276611,1.2270541191101074,1.2009271383285522,1.2266627550125122
2020/3/18,GBPUSD=X,1.2116072177886963,1.213032841682434,1.1746463775634766,1.2121652364730835
2020/3/19,GBPUSD=X,1.1611031293869019,1.1788560152053833,1.1476839780807495,1.1625338792800903
2020/3/20,GBPUSD=X,1.1496366262435913,1.1924351453781128,1.148211121559143,1.149438500404358
2020/3/23,GBPUSD=X,1.1608604192733765,1.171165943145752,1.148026466369629,1.162304162979126
2020/3/24,GBPUSD=X,1.1597833633422852,1.1789672374725342,1.1583727598190308,1.1595547199249268
2020/3/25,GBPUSD=X,1.1791479587554932,1.1973179578781128,1.1647138595581055,1.1792036294937134
2020/3/26,GBPUSD=X,1.184413194656372,1.213916301727295,1.1822566986083984,1.1851149797439575
2020/3/27,GBPUSD=X,1.2193337678909302,1.237991452217102,1.215347409248352,1.2200626134872437
2020/3/30,GBPUSD=X,1.2448649406433105,1.2467273473739624,1.2319822311401367,1.245319128036499
2020/3/31,GBPUSD=X,1.2365524768829346,1.2469450235366821,1.2267379760742188,1.2371643781661987
2020/4/1,GBPUSD=X,1.2411566972732544,1.2438429594039917,1.23350191116333,1.2408487796783447
2020/4/2,GBPUSD=X,1.238175392150879,1.2465564012527466,1.235498309135437,1.238236665725708
2020/4/3,GBPUSD=X,1.2391880750656128,1.2394031286239624,1.2207329273223877,1.2394952774047852
2020/4/6,GBPUSD=X,1.2219561338424683,1.2327415943145752,1.2212845087051392,1.2220158576965332
2020/4/7,GBPUSD=X,1.2234810590744019,1.238236665725708,1.222045660018921,1.2240501642227173
2020/4/8,GBPUSD=X,1.2337453365325928,1.2418040037155151,1.2289540767669678,1.2338672876358032
2020/4/9,GBPUSD=X,1.2391726970672607,1.2475205659866333,1.2362467050552368,1.23931086063385
2020/4/10,GBPUSD=X,1.2459816932678223,1.2488136291503906,1.2449579238891602,1.2454850673675537
2020/4/13,GBPUSD=X,1.2459040880203247,1.253337025642395,1.2455781698226929,1.2461059093475342
2020/4/14,GBPUSD=X,1.2520345449447632,1.2620844841003418,1.2511730194091797,1.2523951530456543
2020/4/15,GBPUSD=X,1.262403130531311,1.262785792350769,1.244075059890747,1.26262629032135
2020/4/16,GBPUSD=X,1.2521913051605225,1.2526618242263794,1.241434097290039,1.252097249031067
2020/4/17,GBPUSD=X,1.2487823963165283,1.2523167133331299,1.2408641576766968,1.2487823963165283
2020/4/20,GBPUSD=X,1.248751163482666,1.2491568326950073,1.2418195009231567,1.248751163482666
2020/4/21,GBPUSD=X,1.2442454099655151,1.244400143623352,1.2263468503952026,1.2442762851715088
2020/4/22,GBPUSD=X,1.2302392721176147,1.2383134365081787,1.227596402168274,1.2298610210418701
2020/4/23,GBPUSD=X,1.2322555780410767,1.2415728569030762,1.23093581199646,1.2323921918869019
2020/4/24,GBPUSD=X,1.235315203666687,1.237424612045288,1.2299668788909912,1.235223650932312
2020/4/27,GBPUSD=X,1.2368583679199219,1.2453765869140625,1.2361245155334473,1.2366595268249512
2020/4/28,GBPUSD=X,1.2422360181808472,1.251846432685852,1.2405717372894287,1.2422668933868408
2020/4/29,GBPUSD=X,1.2433944940567017,1.248626470565796,1.2390499114990234,1.2435646057128906
2020/4/30,GBPUSD=X,1.2469139099121094,1.2637752294540405,1.242992639541626,1.2471472024917603
2020/5/1,GBPUSD=X,1.25809907913208,1.25809907913208,1.2504063844680786,1.2581465244293213
2020/5/4,GBPUSD=X,1.2456557750701904,1.2468827962875366,1.240648627281189,1.2454230785369873
2020/5/5,GBPUSD=X,1.2448184490203857,1.2480343580245972,1.2422205209732056,1.244555115699768
2020/5/6,GBPUSD=X,1.2445240020751953,1.2450199127197266,1.2337758541107178,1.2444202899932861
2020/5/7,GBPUSD=X,1.2327415943145752,1.2414649724960327,1.2269939184188843,1.232559323310852
2020/5/8,GBPUSD=X,1.2374093532562256,1.2463544607162476,1.2357732057571411,1.237593173980713
2020/5/11,GBPUSD=X,1.241634488105774,1.2437810897827148,1.22857666015625,1.2417423725128174
2020/5/12,GBPUSD=X,1.233228087425232,1.237623691558838,1.2288635969161987,1.2333498001098633
2020/5/13,GBPUSD=X,1.2253700494766235,1.2337453365325928,1.222195029258728,1.2254902124404907
2020/5/14,GBPUSD=X,1.2239452600479126,1.2241400480270386,1.2168854475021362,1.224155068397522
2020/5/15,GBPUSD=X,1.2233912944793701,1.2238104343414307,1.2116365432739258,1.2233912944793701
2020/5/18,GBPUSD=X,1.208605170249939,1.2224340438842773,1.208605170249939,1.2085760831832886
2020/5/19,GBPUSD=X,1.2202562093734741,1.2269337177276611,1.2184869050979614,1.2200031280517578
2020/5/20,GBPUSD=X,1.2259409427642822,1.228697419166565,1.2223145961761475,1.2255953550338745
2020/5/21,GBPUSD=X,1.2235409021377563,1.224949836730957,1.218650221824646,1.2236906290054321
2020/5/22,GBPUSD=X,1.2226134538650513,1.2235409021377563,1.2163379192352295,1.2223445177078247
2020/5/25,GBPUSD=X,1.2186651229858398,1.2203902006149292,1.2165006399154663,1.218605637550354
2020/5/26,GBPUSD=X,1.2200478315353394,1.2362773418426514,1.2198543548583984,1.220137119293213
2020/5/27,GBPUSD=X,1.23350191116333,1.234933853149414,1.2209415435791016,1.23350191116333
2020/5/28,GBPUSD=X,1.2263166904449463,1.23350191116333,1.2235409021377563,1.2264822721481323
2020/5/29,GBPUSD=X,1.2319670915603638,1.239218831062317,1.2293318510055542,1.2321492433547974
2020/6/1,GBPUSD=X,1.2345373630523682,1.2485017776489258,1.2345373630523682,1.2347996234893799
2020/6/2,GBPUSD=X,1.248844861984253,1.2575452327728271,1.2479565143585205,1.248704433441162
2020/6/3,GBPUSD=X,1.2578933238983154,1.261304497718811,1.2554926872253418,1.2581465244293213
2020/6/4,GBPUSD=X,1.2574503421783447,1.2622278928756714,1.250156283378601,1.2575136423110962
2020/6/5,GBPUSD=X,1.2602870464324951,1.2729772329330444,1.2584314346313477,1.2609069347381592
2020/6/8,GBPUSD=X,1.2713911533355713,1.271876335144043,1.2628655433654785,1.2725722789764404
2020/6/9,GBPUSD=X,1.273236632347107,1.2754939794540405,1.2626900672912598,1.2735283374786377
2020/6/10,GBPUSD=X,1.2711325883865356,1.280032753944397,1.2707449197769165,1.2711325883865356
2020/6/11,GBPUSD=X,1.2714234590530396,1.2750385999679565,1.2624987363815308,1.2710679769515991
2020/6/12,GBPUSD=X,1.2575610876083374,1.2650861740112305,1.2523324489593506,1.257703423500061
2020/6/15,GBPUSD=X,1.2512356042861938,1.2578458786010742,1.2456247806549072,1.2508755922317505
2020/6/16,GBPUSD=X,1.2638230323791504,1.2687134742736816,1.2560290098190308,1.2637752294540405
2020/6/17,GBPUSD=X,1.2583839893341064,1.2587324380874634,1.2514234781265259,1.258510708808899
2020/6/18,GBPUSD=X,1.2551618814468384,1.2563287019729614,1.2404638528823853,1.2552721500396729
2020/6/19,GBPUSD=X,1.2424829006195068,1.2454850673675537,1.2350863218307495,1.2426837682724
2020/6/22,GBPUSD=X,1.2345526218414307,1.2455006837844849,1.2337301969528198,1.234811782836914
2020/6/23,GBPUSD=X,1.2499375343322754,1.2531641721725464,1.24337899684906,1.250156283378601
2020/6/24,GBPUSD=X,1.252803087234497,1.2543007135391235,1.2416961193084717,1.2524893283843994
2020/6/25,GBPUSD=X,1.2415112257003784,1.2464165687561035,1.2393569946289062,1.2412954568862915
2020/6/26,GBPUSD=X,1.2424211502075195,1.2436883449554443,1.2317243814468384,1.2425447702407837
2020/6/29,GBPUSD=X,1.234095573425293,1.2390038967132568,1.2254151105880737,1.2342174053192139
2020/6/30,GBPUSD=X,1.231072187423706,1.2392034530639648,1.2260010242462158,1.2310571670532227
2020/7/1,GBPUSD=X,1.2388657331466675,1.2477384805679321,1.2360328435897827,1.2389271259307861
2020/7/2,GBPUSD=X,1.2468206882476807,1.2529758214950562,1.2461835145950317,1.2464786767959595
2020/7/3,GBPUSD=X,1.2466963529586792,1.248626470565796,1.244075059890747,1.2466403245925903
2020/7/6,GBPUSD=X,1.2477540969848633,1.2519874572753906,1.247676134109497,1.247551679611206
2020/7/7,GBPUSD=X,1.2494533061981201,1.2590969800949097,1.2463854551315308,1.249547004699707
2020/7/8,GBPUSD=X,1.2537927627563477,1.2600330114364624,1.25101637840271,1.2542802095413208
2020/7/9,GBPUSD=X,1.2612725496292114,1.2669453620910645,1.2602235078811646,1.2613521814346313
2020/7/10,GBPUSD=X,1.2606525421142578,1.26639986038208,1.2569130659103394,1.2605094909667969
2020/7/13,GBPUSD=X,1.2626900672912598,1.266640543937683,1.259303092956543,1.2627506256103516
2020/7/14,GBPUSD=X,1.2549728155136108,1.2559658288955688,1.24819016456604,1.255177617073059
2020/7/15,GBPUSD=X,1.2571184635162354,1.2649741172790527,1.2564393281936646,1.25692880153656
2020/7/16,GBPUSD=X,1.2590335607528687,1.262434959411621,1.252097249031067,1.2591001987457275
2020/7/17,GBPUSD=X,1.2560131549835205,1.257228970527649,1.2513452768325806,1.2559500932693481
2020/7/20,GBPUSD=X,1.257228970527649,1.265934944152832,1.2519091367721558,1.2571184635162354
2020/7/21,GBPUSD=X,1.2664639949798584,1.275136113166809,1.2652782201766968,1.266175389289856
2020/7/22,GBPUSD=X,1.2734473943710327,1.2740801572799683,1.2645741701126099,1.2730745077133179
2020/7/23,GBPUSD=X,1.2730907201766968,1.275982141494751,1.2674272060394287,1.2729934453964233
2020/7/24,GBPUSD=X,1.273058295249939,1.2794759273529053,1.2720056772232056,1.2730745077133179
2020/7/27,GBPUSD=X,1.2798033952713013,1.2899564504623413,1.2798033952713013,1.2795906066894531
2020/7/28,GBPUSD=X,1.288875699043274,1.2948838472366333,1.2841421365737915,1.2889753580093384
2020/7/29,GBPUSD=X,1.292724609,1.299376368522644,1.2912722826004028,1.292373776435852
2020/7/30,GBPUSD=X,1.2982629537582397,1.3069844245910645,1.2945654392242432,1.298246145248413
2020/7/31,GBPUSD=X,1.3117506504058838,1.3169677257537842,1.3106675148010254,1.311785101890564
2020/8/3,GBPUSD=X,1.3101009130477905,1.3111659288406372,1.3005930185317993,1.3101695775985718
2020/8/4,GBPUSD=X,1.307805061340332,1.3106331825256348,1.298419713973999,1.3078734874725342
2020/8/5,GBPUSD=X,1.3086949586868286,1.3162050247192383,1.306045651435852,1.3086093664169312
2020/8/6,GBPUSD=X,1.3126977682113647,1.31851327419281,1.3119744062423706,1.3126804828643799
2020/8/7,GBPUSD=X,1.313439130783081,1.3148033618927002,1.301168441772461,1.3138015270233154
2020/8/10,GBPUSD=X,1.3052955865859985,1.3102039098739624,1.3019646406173706,1.3052273988723755
2020/8/11,GBPUSD=X,1.3076168298721313,1.3131287097930908,1.3057386875152588,1.3077194690704346
2020/8/12,GBPUSD=X,1.305431842803955,1.3066771030426025,1.3007283210754395,1.3050740957260132
2020/8/13,GBPUSD=X,1.3049719333648682,1.3121638298034668,1.3045003414154053,1.3048017024993896
2020/8/14,GBPUSD=X,1.3070015907287598,1.3141640424728394,1.3050740957260132,1.3070528507232666
2020/8/17,GBPUSD=X,1.3104442358016968,1.312129259109497,1.3074800968170166,1.3107001781463623
2020/8/18,GBPUSD=X,1.3107877969741821,1.324047327041626,1.3107191324234009,1.3107877969741821
2020/8/19,GBPUSD=X,1.3253107070922852,1.326735019683838,1.3173668384552002,1.325398564338684
2020/8/20,GBPUSD=X,1.310753345489502,1.3193656206130981,1.3066089153289795,1.311079978942871
2020/8/21,GBPUSD=X,1.3221566677093506,1.325486421585083,1.3064039945602417,1.3220343589782715
2020/8/24,GBPUSD=X,1.3092775344848633,1.3149243593215942,1.3064552545547485,1.3094146251678467
2020/8/25,GBPUSD=X,1.307206630706787,1.3170545101165771,1.305977463722229,1.307138204574585
2020/8/26,GBPUSD=X,1.3149243593215942,1.3212482929229736,1.3118194341659546,1.3152183294296265
2020/8/27,GBPUSD=X,1.3218945264816284,1.327980637550354,1.3166730403900146,1.3219819068908691
2020/8/28,GBPUSD=X,1.3199700117111206,1.3353630304336548,1.3188261985778809,1.3199577331542969
2020/8/31,GBPUSD=X,1.335505723953247,1.33931565284729,1.3302648067474365,1.3356484174728394
2020/9/1,GBPUSD=X,1.3365052938461304,1.3480722904205322,1.3356484174728394,1.3364516496658325
2020/9/2,GBPUSD=X,1.3400514125823975,1.3401411771774292,1.3285329341888428,1.339943766593933
2020/9/3,GBPUSD=X,1.3349993228912354,1.3349993228912354,1.3246963024139404,1.335131287574768
2020/9/4,GBPUSD=X,1.3266997337341309,1.3318239450454712,1.317800760269165,1.3262248039245605
2020/9/7,GBPUSD=X,1.3248367309570312,1.3259083032608032,1.3143022060394287,1.3245735168457031
2020/9/8,GBPUSD=X,1.316257119178772,1.3166556358337402,1.3012192249298096,1.3162224292755127
2020/9/9,GBPUSD=X,1.2967981100082397,1.3017951250076294,1.2887262105941772,1.2968486547470093
2020/9/10,GBPUSD=X,1.2998830080032349,1.3033561706542969,1.284406065940857,1.2999167442321777
2020/9/11,GBPUSD=X,1.281082272529602,1.2860082387924194,1.2765848636627197,1.2808295488357544
2020/9/14,GBPUSD=X,1.280983805656433,1.2915056943893433,1.2791976928710938,1.2806557416915894
2020/9/15,GBPUSD=X,1.28468656539917,1.2924906015396118,1.2817226648330688,1.2849671840667725
2020/9/16,GBPUSD=X,1.2883278131484985,1.300576090812683,1.2878299951553345,1.2884771823883057
2020/9/17,GBPUSD=X,1.2961090803146362,1.299511432647705,1.2866535186767578,1.2959998846054077
2020/9/18,GBPUSD=X,1.298414707183838,1.2999167442321777,1.2936609983444214,1.2975554466247559
2020/9/21,GBPUSD=X,1.2933430671691895,1.2966132164001465,1.278159499168396,1.2932761907577515
2020/9/22,GBPUSD=X,1.2816734313964844,1.2865873575210571,1.2714072465896606,1.2820513248443604
2020/9/23,GBPUSD=X,1.2743561267852783,1.2775797843933105,1.2679574489593506,1.2744048833847046
2020/9/24,GBPUSD=X,1.271795392036438,1.2774492502212524,1.2692770957946777,1.2717468738555908
2020/9/25,GBPUSD=X,1.2756567001342773,1.28037691116333,1.269132137298584,1.2757054567337036
2020/9/28,GBPUSD=X,1.2765392065048218,1.2919062376022339,1.2753149271011353,1.2766826152801514
2020/9/29,GBPUSD=X,1.287282943725586,1.2898732423782349,1.2836475372314453,1.2873492240905762
2020/9/30,GBPUSD=X,1.2865046262741089,1.2939623594284058,1.2807868719100952,1.2866535186767578
2020/10/1,GBPUSD=X,1.2918227910995483,1.2980270385742188,1.2822978496551514,1.2917560338974
2020/10/2,GBPUSD=X,1.288560152053833,1.2951018810272217,1.2839607000350952,1.2886265516281128
2020/10/5,GBPUSD=X,1.292808175086975,1.298751950263977,1.2901561260223389,1.2931090593338013
2020/10/6,GBPUSD=X,1.2992074489593506,1.3008975982666016,1.2923402786254883,1.2992581129074097
2020/10/7,GBPUSD=X,1.2884771823883057,1.2929251194000244,1.2850332260131836,1.2883278131484985
2020/10/8,GBPUSD=X,1.2916558980941772,1.2969328165054321,1.2896569967269897,1.2917560338974
2020/10/9,GBPUSD=X,1.293928861618042,1.3015071153640747,1.2926744222640991,1.29404616355896
2020/10/12,GBPUSD=X,1.3029316663742065,1.3079760074615479,1.3005592823028564,1.3031693696975708
2020/10/13,GBPUSD=X,1.3065917491912842,1.3067454099655151,1.2961931228637695,1.3065747022628784
2020/10/14,GBPUSD=X,1.293326497077942,1.306267499923706,1.2866700887680054,1.2935272455215454
2020/10/15,GBPUSD=X,1.3014394044876099,1.3029316663742065,1.2892578840255737,1.3012362718582153
2020/10/16,GBPUSD=X,1.2903059720993042,1.2961763143539429,1.2873326539993286,1.2902060747146606
2020/10/19,GBPUSD=X,1.2927746772766113,1.3022867441177368,1.2924906015396118,1.2927746772766113
2020/10/20,GBPUSD=X,1.2946995496749878,1.2977911233901978,1.2912722826004028,1.2948671579360962
2020/10/21,GBPUSD=X,1.295706033706665,1.3171412944793701,1.2955213785171509,1.2954038381576538
2020/10/22,GBPUSD=X,1.313111424446106,1.3149935007095337,1.307172417640686,1.3131976127624512
2020/10/23,GBPUSD=X,1.3078391551971436,1.3114409446716309,1.3022699356079102,1.307805061340332
2020/10/26,GBPUSD=X,1.3053637742996216,1.307257890701294,1.299545168876648,1.3054660558700562
2020/10/27,GBPUSD=X,1.3017274141311646,1.3077878952026367,1.3002548217773438,1.301574945449829
2020/10/28,GBPUSD=X,1.3031693696975708,1.3063528537750244,1.2918394804000854,1.303186297416687
2020/10/29,GBPUSD=X,1.29878568649292,1.3025243282318115,1.2883609533309937,1.2989881038665771
2020/10/30,GBPUSD=X,1.2932093143463135,1.298751950263977,1.2900062799453735,1.2931926250457764
2020/11/2,GBPUSD=X,1.2927078008651733,1.294247031211853,1.2856775522232056,1.2926744222640991
2020/11/3,GBPUSD=X,1.2924004793167114,1.3077024221420288,1.291605830192566,1.2923903465270996
2020/11/4,GBPUSD=X,1.313266634941101,1.3137669563293457,1.2917894124984741,1.3121638298034668
2020/11/5,GBPUSD=X,1.2961090803146362,1.3132493495941162,1.2942638397216797,1.2966804504394531
2020/11/6,GBPUSD=X,1.3138360977172852,1.3175925016403198,1.3095518350601196,1.3139395713806152
2020/11/9,GBPUSD=X,1.3179224729537964,1.3205852508544922,1.3121638298034668,1.318061351776123
2020/11/10,GBPUSD=X,1.316759705543518,1.3276333808898926,1.3158761262893677,1.3169677257537842
2020/11/11,GBPUSD=X,1.3261544704437256,1.329451322555542,1.3194352388381958,1.3261544704437256
2020/11/12,GBPUSD=X,1.3224014043807983,1.322873830795288,1.3125598430633545,1.3224189281463623
2020/11/13,GBPUSD=X,1.3123877048492432,1.318687081336975,1.311131477355957,1.3121638298034668
2020/11/16,GBPUSD=X,1.3219819068908691,1.3241876363754272,1.316863775253296,1.3220518827438354
2020/11/17,GBPUSD=X,1.3223140239715576,1.3271400928497314,1.319383144378662,1.322209119796753
2020/11/18,GBPUSD=X,1.3259258270263672,1.3311147689819336,1.3245033025741577,1.3259083032608032
2020/11/19,GBPUSD=X,1.3244857788085938,1.3263497352600098,1.3199577331542969,1.325644612312317
2020/11/20,GBPUSD=X,1.3250473737716675,1.3295574188232422,1.324959635734558,1.3249244689941406
2020/11/23,GBPUSD=X,1.3303357362747192,1.3397642374038696,1.326664686203003,1.3305126428604126
2020/11/24,GBPUSD=X,1.332356333732605,1.3379716873168945,1.3295927047729492,1.332906723022461
2020/11/25,GBPUSD=X,1.3362374305725098,1.3393514156341553,1.3307074308395386,1.3363267183303833
2020/11/26,GBPUSD=X,1.3384730815887451,1.3398700952529907,1.3323030471801758,1.3385447263717651
2020/11/27,GBPUSD=X,1.335220456123352,1.338114857673645,1.3295927047729492,1.3354523181915283
2020/11/30,GBPUSD=X,1.333066701889038,1.3381328582763672,1.3306366205215454,1.333191156387329
2020/12/1,GBPUSD=X,1.3337246179580688,1.3438512086868286,1.331912636756897,1.3336889743804932
2020/12/2,GBPUSD=X,1.342227816581726,1.3441402912139893,1.329168677330017,1.3422638177871704
2020/12/3,GBPUSD=X,1.337095022201538,1.350001335144043,1.3354344367980957,1.3370771408081055
2020/12/4,GBPUSD=X,1.3452612161636353,1.3537662029266357,1.341813564300537,1.345496654510498
2020/12/7,GBPUSD=X,1.3415615558624268,1.343652606010437,1.3227407932281494,1.3417415618896484
2020/12/8,GBPUSD=X,1.3357020616531372,1.3384909629821777,1.329168677330017,1.3357375860214233
2020/12/9,GBPUSD=X,1.3366482257843018,1.3476543426513672,1.3362730741500854,1.3365589380264282
2020/12/10,GBPUSD=X,1.3366659879684448,1.3389569520950317,1.3249948024749756,1.3367018699645996
2020/12/11,GBPUSD=X,1.3302295207977295,1.3324999809265137,1.3136979341506958,1.3305658102035522
2020/12/14,GBPUSD=X,1.3318239450454712,1.3443751335144043,1.3293275833129883,1.3318239450454712
2020/12/15,GBPUSD=X,1.3325392007827759,1.3448632955551147,1.3285152912139893,1.3330844640731812
2020/12/16,GBPUSD=X,1.3447601795196533,1.3550136089324951,1.3435442447662354,1.3444474935531616
2020/12/17,GBPUSD=X,1.3502929210662842,1.3621937036514282,1.3496733903884888,1.3502929210662842
2020/12/18,GBPUSD=X,1.35694420337677,1.3572388887405396,1.347472906112671,1.3570178747177124
2020/12/21,GBPUSD=X,1.3402670621871948,1.3411837816238403,1.3192263841629028,1.3401951789855957
2020/12/22,GBPUSD=X,1.3448271751403809,1.3456594944000244,1.3309553861618042,1.3449536561965942
2020/12/23,GBPUSD=X,1.3397462368011475,1.3561345338821411,1.3372917175292969,1.339943766593933
2020/12/24,GBPUSD=X,1.35111403465271,1.3620266914367676,1.350712537765503,1.3505300283432007
2020/12/25,GBPUSD=X,1.3569625616073608,1.3612998723983765,1.3515340089797974,1.3552008867263794
2020/12/28,GBPUSD=X,1.357367753982544,1.3577731847763062,1.3435983657836914,1.3572388887405396
2020/12/29,GBPUSD=X,1.3465656042099,1.3520638942718506,1.3461849689483643,1.3466018438339233
2020/12/30,GBPUSD=X,1.3497644662857056,1.361748456954956,1.3494548797607422,1.3499903678894043
2020/12/31,GBPUSD=X,1.3629920482635498,1.3684569597244263,1.3609329462051392,1.36306631565094
2021/1/1,GBPUSD=X,1.3690004348754883,1.3690004348754883,1.3666000366210938,1.3673007488250732
2021/1/4,GBPUSD=X,1.3682698011398315,1.3703792095184326,1.3549033403396606,1.3684196472167969
2021/1/5,GBPUSD=X,1.3572940826416016,1.3625833988189697,1.3555645942687988,1.3571596145629883
2021/1/6,GBPUSD=X,1.36263906955719,1.3669792413711548,1.3542977571487427,1.3629549741744995
2021/1/7,GBPUSD=X,1.362230896949768,1.3633822202682495,1.354132890701294,1.3625277280807495
2021/1/8,GBPUSD=X,1.356815218925476,1.3631778955459595,1.3540412187576294,1.3569625616073608
2021/1/11,GBPUSD=X,1.3521004915237427,1.3529785871505737,1.3454241752624512,1.3516253232955933
2021/1/12,GBPUSD=X,1.3525760173797607,1.3635681867599487,1.3507671356201172,1.3524113893508911
2021/1/13,GBPUSD=X,1.3668895959854126,1.3699944019317627,1.3622493743896484,1.3670539855957031
2021/1/14,GBPUSD=X,1.3647218942642212,1.3693190813064575,1.3617299795150757,1.364926815032959
