Series Name,Series Code,Country Name,Country Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,China,CHN,1.65930095801393,1.93875176197337,2.42059259149418,1.4415829879426,2.2616499482671
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,United Kingdom,GBR,-2.958399491,-0.440671239,-2.278774112,-3.512132753,-2.651996659
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,United States,USA,-2.779343831,-3.625808876,-3.81876451,-3.34773905,-4.061327625
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Japan,JPN,2.96847858242384,3.89996604353179,2.11637961936876,3.71672795030717,4.82480926257698
