Region,Data Type,Interest Rate Type,Frequency,Unit,date,value
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/4,0.15
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/5,0.15
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/6,0.15
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/7,0.15
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/8,0.15
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/9,0.15
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/10,0.15
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/11,0.15
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/12,0.15
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/13,0.15
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/14,0.15
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/15,0.15
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/16,0.15
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/17,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/18,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/19,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/20,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/21,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/22,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/23,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/24,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/25,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/26,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/27,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/28,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/29,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/30,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/3/31,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/1,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/2,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/3,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/4,0.4
