2020/1/2,GBPUSD=X,1.3250473737716675,1.3250298500061035,-1.3225010600250844E-5
2020/1/3,GBPUSD=X,1.314388632774353,1.3152703046798706,6.707847919047993E-4
2020/1/6,GBPUSD=X,1.3081300258636475,1.308010220527649,-9.158518926238838E-5
2020/1/7,GBPUSD=X,1.3171932697296143,1.317002534866333,-1.4480400687167413E-4
2020/1/8,GBPUSD=X,1.311131477355957,1.31137216091156,1.8356935193745223E-4
2020/1/9,GBPUSD=X,1.3105816841125488,1.3105130195617676,-5.239242361894117E-5
2020/1/10,GBPUSD=X,1.3069332838058472,1.3070186376571655,6.530849919883073E-5
2020/1/13,GBPUSD=X,1.3043761253356934,1.3045634031295776,1.435765269285956E-4
2020/1/14,GBPUSD=X,1.298770546913147,1.2988194227218628,3.763236611115481E-5
2020/1/15,GBPUSD=X,1.3022528886795044,1.3022528886795044,0.0
2020/1/16,GBPUSD=X,1.3041210174560547,1.3041210174560547,0.0
2020/1/17,GBPUSD=X,1.3077878952026367,1.3078734874725342,6.544812825645457E-5
2020/1/20,GBPUSD=X,1.3007115125656128,1.3007283210754395,1.2922550207544404E-5
2020/1/21,GBPUSD=X,1.3007283210754395,1.3005592823028564,-1.2995701703738327E-4
2020/1/22,GBPUSD=X,1.3046314716339111,1.3048017024993896,1.3048195538723262E-4
2020/1/23,GBPUSD=X,1.3147515058517456,1.3144749402999878,-2.1035575964497026E-4
2020/1/24,GBPUSD=X,1.311991572380066,1.311991572380066,0.0
2020/1/27,GBPUSD=X,1.306165099143982,1.3061821460723877,1.3051128388695824E-5
2020/1/28,GBPUSD=X,1.3059945106506348,1.3060115575790405,1.3052833121993056E-5
2020/1/29,GBPUSD=X,1.3024003505706787,1.3024563789367676,4.301931127730193E-5
2020/1/30,GBPUSD=X,1.3022528886795044,1.3022021055221558,-3.899638679252796E-5
2020/1/31,GBPUSD=X,1.3086265325546265,1.3089004755020142,2.0933623197515294E-4
2020/2/3,GBPUSD=X,1.3180787563323975,1.31816565990448,6.593200267056266E-5
2020/2/4,GBPUSD=X,1.2997310161590576,1.2997479438781738,1.3024017204910164E-5
2020/2/5,GBPUSD=X,1.3031353950500488,1.3032711744308472,1.041943771261965E-4
2020/2/6,GBPUSD=X,1.2997140884399414,1.2997140884399414,0.0
2020/2/7,GBPUSD=X,1.2930086851119995,1.2930254936218262,1.2999533584110624E-5
2020/2/10,GBPUSD=X,1.2888922691345215,1.2891582250595093,2.063445730544879E-4
2020/2/11,GBPUSD=X,1.2916558980941772,1.2918227910995483,1.2920856523578948E-4
2020/2/12,GBPUSD=X,1.2956557273864746,1.2956557273864746,0.0
2020/2/13,GBPUSD=X,1.2958570718765259,1.295756459236145,-7.76417728192528E-5
2020/2/14,GBPUSD=X,1.3044782876968384,1.3046824932098389,1.565419025570978E-4
2020/2/17,GBPUSD=X,1.305091142654419,1.3052955865859985,1.5665107585035958E-4
2020/2/18,GBPUSD=X,1.3005423545837402,1.3008975982666016,2.7315041421702076E-4
2020/2/19,GBPUSD=X,1.299984335899353,1.3002209663391113,1.8202560848134796E-4
2020/2/20,GBPUSD=X,1.2928247451782227,1.2928247451782227,0.0
2020/2/21,GBPUSD=X,1.2881451845169067,1.2883278131484985,1.4177643466507862E-4
2020/2/24,GBPUSD=X,1.295202612876892,1.29537034034729,1.2949902102605746E-4
2020/2/25,GBPUSD=X,1.2925240993499756,1.292657732963562,1.0338964948787537E-4
2020/2/26,GBPUSD=X,1.3002378940582275,1.3003394603729248,7.811363994342813E-5
2020/2/27,GBPUSD=X,1.2907222509384155,1.2906889915466309,-2.5768047122831293E-5
2020/2/28,GBPUSD=X,1.2889255285263062,1.2888922691345215,-2.5803966985350283E-5
2020/3/2,GBPUSD=X,1.2805572748184204,1.2807048559188843,1.1524755929780165E-4
2020/3/3,GBPUSD=X,1.2766337394714355,1.2767152786254883,6.387043639195531E-5
2020/3/4,GBPUSD=X,1.2821171283721924,1.2820841073989868,-2.5755036318320347E-5
